0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,spontaneity
-2.375581647934176,-1.2263798382852822,0.6304592120039582,0.7401346085129848,0.6061971789767402,-1.305307483607179,0.35874718588582793,1.2253350266463072,-1.4484477975494037,0.5534623635417036,-0.056552408116599034,-0.11323291131416141,2.5138403426846803,1.3495613490384102,1.6333552111687197,-1.485194728680105,0.6988431886476059,-0.47732786301188823,0.023075692021097535,-0.37666122831070703,1.1748893836134862,0.37816336516595017,-0.5185280770811151,0.255461518924344,0.39893415323757536,0.06782559103878151,0.0033750491853256795,0.11764029554845946,-0.148925750444547,0.3
-2.6877815439179384,-0.6592546433289493,0.2948837232171097,2.851223171431194,0.47619888501890467,-0.9800553401607446,-0.09433755435483579,-1.5473705540585292,-0.05828547559119379,1.8566096151891365,-1.2832591382037284,0.5883874198363731,1.8915225670000892,0.6144110782927726,0.35911476240271806,-0.5166188944668179,-0.365045108119436,-0.17778694157839153,-0.5538012930012476,1.0255576652829208,0.8246674208696224,-0.6417028767240871,-0.6927347482234886,0.00878021339283714,-0.39869034820670585,0.04460901018308576,-0.20891006838335918,0.08416604162161988,-0.2452709521714301,0.2
-2.4513719397186486,-0.2595766273972442,1.0573313229148538,1.415334547609633,0.9372061408612007,-1.9856928909863474,-0.5696972689566545,-0.42727838196170853,-0.32311467486163664,-0.4998311157984775,1.4297084999788974,0.7124435710875515,-0.9870555196728283,0.4061958153589834,0.04936923597152939,0.2175309712467148,0.36344870770096027,0.27876782572725983,0.1977874705042049,0.9547144999554512,-0.2542410603957775,-0.6363788717226199,-0.0701940671944131,-0.04544399957947794,-0.3177952022797918,0.003975118561608669,-0.0657525471534758,-0.16623643693078793,0.2761266404541047,0.3
-2.301861524425075,-1.1451507568292398,0.5794584670870313,1.7640154031162285,0.7986900748042695,-1.2460436576233738,-0.21837155997959531,-0.09214815493859208,-0.39879173375041566,0.4993634902061467,0.48053214884454026,1.441689299856853,0.49130990168160205,1.372312006890913,0.018884865862204534,-0.38912875189956114,0.33755647932190097,0.03549015686183988,0.14985157976681385,0.025198638862318774,0.06486158148732059,0.13138827840588002,-0.504452013851846,0.11012973503452077,-0.3190068534320443,-0.03449742444207082,-0.007195932211864803,-0.052109295846867645,0.07697391324483102,0.1
-3.3552742700417735,0.19531922183812003,0.6637049897253894,1.1528562960280375,0.08221492104919184,-1.4291000175502127,-0.08911334535362855,-0.7727813242024061,-0.35950387631948066,0.31869683732983045,-0.042052517256018336,0.17242110365158433,0.23638223544666787,0.7927213414748198,0.3425849434428447,-0.42439184422641335,-0.0045360419671006515,-0.09406015514288912,-0.20977778323359075,0.5900820981516807,0.21059794258001047,-0.2644496435839308,-0.7625342466836987,0.1297397615579245,-0.6616111086737476,-0.08540500917721427,0.04023786300141874,0.08423363922468102,-0.09277167375924317,0.2
-2.3420972799494195,-0.25191530362268877,-0.4757991597736041,2.5009220665515244,0.4742535186153535,-0.5756154031446431,0.3163687876787305,-0.5306708121591821,-0.6193030826654997,1.8043662339313775,-0.3594859829892251,1.0362005280968043,2.026212324298824,0.6826854227583725,0.6686428323416509,-0.8302270087312799,0.031468396667445726,0.31853288832734844,-0.4913472604325826,-0.2888519235346181,1.0389455674896393,0.11997484620433062,-0.20184768546493362,0.093551854289802,0.3019090139730134,0.12356687940340066,-0.03985587812217739,-0.002220795129283364,-0.033698886514897504,0.1
-3.3041057078181595,2.259016110318096,0.37601812665468165,1.7183553233412179,0.6578140035691269,-1.9047912533419429,-0.9012419449199088,-0.2564204694693501,-0.5460420895664663,0.03233764544039091,0.2958902147077503,0.2604210238041145,-0.0807418657113889,0.3342346581584911,-0.33858393066747783,0.8902310199093836,0.30851032656771976,-0.3866303673635844,-0.6681643047937077,0.2748514235679528,-0.02647389727343724,-0.03359770724622846,-0.4296785121047874,-0.36372458456537915,0.8607574737512254,-0.04477250687877244,0.1504503060246379,0.08198342525945426,0.05542590693247599,0.1
-1.6784943308249254,1.2052229894612068,0.36363676186579896,-0.19435270978896893,0.7654106233220218,-1.5768611879141403,-0.663916964789684,-0.18326888147452727,-0.5248986400899401,-0.22822577087160284,0.6024332282410939,-0.5792929811674431,-0.46310662900242017,0.04777898220790383,0.24423706102403256,0.13212271909437,0.7977685693869608,0.07473999378889792,-0.6362677978332643,-0.17398533913745506,-1.1082917563478,-0.33185376944737793,0.03967664497475381,0.01174545203996828,0.7199500017188917,0.0638149306150653,0.3962954701873525,-1.1928647674609327,-0.5648819816096323,0.2
-2.9589095702531076,0.6707392403086142,0.863276970978449,0.9386233169514892,0.6341787611898247,-1.5365647313126567,-0.24227557664296298,-1.079317313026767,-0.4269072539125519,-0.005078496682990247,0.215098568175188,-0.0950113803675619,-0.26264514031018876,-0.20852849137983484,0.20327275860722738,0.6130466583408203,0.2313450954250549,0.6990563662692122,-0.2544623466170355,-0.08988529585836351,-0.6572859806980678,-0.5447269489535783,0.3134563529322335,0.21502503346061763,0.11456654457480117,0.086518939589183,0.15558688372147983,0.0298025774333719,0.10764326054113309,0.2
-3.0362767902493455,0.2682406845078345,0.7699824796349978,1.7384110880802233,0.6497217632226187,-1.5397793538715336,-0.40016051938472735,-1.1516861575873538,-0.1542697483137925,0.3081280995844545,-0.06301353432051685,0.46200022297013105,-0.6422935862640171,0.16369336851686464,0.0367564831398203,0.6322109990659409,-0.0596464407662481,0.946990346847242,-0.2703183748883594,-0.3083915500200215,-0.2518396225571639,-0.4263202584608796,0.20790423196088964,0.20889585061729335,0.08112789773297323,0.17076516568812108,0.14658354883201294,0.06518185293414135,0.018840208934623393,0.2
